filename,species,original_path,split
train\Indian_Elephant\Indian_Elephant_0040.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_055.jpg,train
train\Indian_Elephant\Indian_Elephant_0041.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_051.jpg,train
train\Indian_Elephant\Indian_Elephant_0042.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_021.jpg,train
train\Indian_Elephant\Indian_Elephant_0043.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_047.jpg,train
train\Indian_Elephant\Indian_Elephant_0044.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_022.jpg,train
train\Indian_Elephant\Indian_Elephant_0045.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_002.jpg,train
train\Indian_Elephant\Indian_Elephant_0046.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_057.jpg,train
train\Indian_Elephant\Indian_Elephant_0047.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_020.jpg,train
train\Indian_Elephant\Indian_Elephant_0048.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_034.jpg,train
train\Indian_Elephant\Indian_Elephant_0049.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_042.jpg,train
train\Indian_Elephant\Indian_Elephant_0050.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_059.jpg,train
train\Indian_Elephant\Indian_Elephant_0051.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_049.jpg,train
train\Indian_Elephant\Indian_Elephant_0052.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_042.jpg,train
train\Indian_Elephant\Indian_Elephant_0053.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_058.jpg,train
train\Indian_Elephant\Indian_Elephant_0054.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_016.jpg,train
train\Indian_Elephant\Indian_Elephant_0055.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_033.jpg,train
train\Indian_Elephant\Indian_Elephant_0056.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_053.jpg,train
train\Indian_Elephant\Indian_Elephant_0057.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_060.jpg,train
train\Indian_Elephant\Indian_Elephant_0058.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_004.jpg,train
train\Indian_Elephant\Indian_Elephant_0059.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_046.jpg,train
train\Indian_Elephant\Indian_Elephant_0060.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_038.jpg,train
train\Indian_Elephant\Indian_Elephant_0061.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_030.jpg,train
train\Indian_Elephant\Indian_Elephant_0062.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_056.jpg,train
train\Indian_Elephant\Indian_Elephant_0063.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_002.jpg,train
train\Indian_Elephant\Indian_Elephant_0064.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_053.jpg,train
train\Indian_Elephant\Indian_Elephant_0065.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_022.jpg,train
train\Indian_Elephant\Indian_Elephant_0066.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_003.jpg,train
train\Indian_Elephant\Indian_Elephant_0067.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_024.jpg,train
train\Indian_Elephant\Indian_Elephant_0068.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_044.jpg,train
train\Indian_Elephant\Indian_Elephant_0069.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_040.jpg,train
train\Indian_Elephant\Indian_Elephant_0070.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_028.jpg,train
train\Indian_Elephant\Indian_Elephant_0071.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_049.jpg,train
train\Indian_Elephant\Indian_Elephant_0072.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_015.jpg,train
train\Indian_Elephant\Indian_Elephant_0073.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_027.jpg,train
train\Indian_Elephant\Indian_Elephant_0074.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_023.jpg,train
train\Indian_Elephant\Indian_Elephant_0075.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_060.jpg,train
train\Indian_Elephant\Indian_Elephant_0076.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_021.jpg,train
train\Indian_Elephant\Indian_Elephant_0077.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_001.jpg,train
train\Indian_Elephant\Indian_Elephant_0078.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_012.jpg,train
train\Indian_Elephant\Indian_Elephant_0079.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_047.jpg,train
train\Indian_Elephant\Indian_Elephant_0080.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_015.jpg,train
train\Indian_Elephant\Indian_Elephant_0081.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_033.jpg,train
train\Indian_Elephant\Indian_Elephant_0082.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_052.jpg,train
train\Indian_Elephant\Indian_Elephant_0083.jpg,Indian_Elephant,data\raw\Indian_Elephant\indian_elephant_043.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0000.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_031.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0001.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_054.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0002.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_059.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0003.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_010.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0004.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_034.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0005.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_026.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0006.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_010.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0007.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_029.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0008.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_039.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0009.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_026.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0010.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_006.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0011.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_031.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0012.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_009.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0013.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_040.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0014.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_050.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0015.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_036.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0016.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_017.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0017.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_007.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0018.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_035.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0019.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_054.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0020.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_008.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0021.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_044.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0022.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_013.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0023.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_008.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0024.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_024.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0025.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_028.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0026.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_020.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0027.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_036.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0028.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_041.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0029.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_009.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0030.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_014.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0031.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_025.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0032.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_004.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0033.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_018.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0034.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_039.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0035.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_058.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0036.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_007.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0037.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_018.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0038.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_052.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0039.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_035.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0040.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_055.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0041.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_051.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0042.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_021.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0043.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_047.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0044.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_022.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0045.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_002.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0046.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_057.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0047.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_020.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0048.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_034.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0049.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_042.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0050.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_059.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0051.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_049.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0052.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_042.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0053.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_058.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0054.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_016.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0055.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_033.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0056.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_053.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0057.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_060.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0058.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_004.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0059.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_046.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0060.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_038.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0061.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_030.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0062.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_056.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0063.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_002.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0064.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_053.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0065.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_022.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0066.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_003.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0067.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_024.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0068.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_044.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0069.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_040.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0070.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_028.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0071.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_049.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0072.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_015.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0073.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_027.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0074.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_023.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0075.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_060.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0076.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_021.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0077.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_001.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0078.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_012.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0079.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_047.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0080.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_015.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0081.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_033.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0082.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_052.jpg,train
train\Indian_Peafowl\Indian_Peafowl_0083.jpg,Indian_Peafowl,data\raw\Indian_Peafowl\indian_peafowl_043.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0000.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_031.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0001.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_054.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0002.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_059.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0003.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_010.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0004.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_034.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0005.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_026.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0006.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_010.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0007.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_029.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0008.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_039.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0009.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_026.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0010.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_006.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0011.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_031.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0012.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_009.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0013.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_040.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0014.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_050.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0015.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_036.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0016.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_017.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0017.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_007.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0018.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_035.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0019.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_054.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0020.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_008.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0021.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_044.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0022.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_013.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0023.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_008.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0024.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_024.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0025.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_028.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0026.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_020.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0027.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_036.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0028.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_041.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0029.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_009.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0030.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_014.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0031.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_025.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0032.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_004.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0033.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_018.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0034.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_039.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0035.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_058.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0036.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_007.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0037.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_018.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0038.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_052.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0039.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_035.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0040.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_055.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0041.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_051.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0042.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_021.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0043.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_047.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0044.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_022.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0045.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_002.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0046.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_057.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0047.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_020.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0048.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_034.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0049.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_042.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0050.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_059.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0051.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_049.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0052.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_042.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0053.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_058.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0054.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_016.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0055.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_033.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0056.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_053.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0057.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_060.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0058.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_004.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0059.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_046.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0060.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_038.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0061.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_030.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0062.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_056.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0063.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_002.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0064.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_053.jpg,train
